"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","pred","mis","crime_factor","age_factor","race_factor","gender_factor","score_factor"
"2679",21,"F","Asian","Less than 25","Medium","Male",0,-1,6,1,1,"2013-05-23 04:42:45","2013-05-24 01:33:21",1,1,"F","Less than 25","Asian","Male","HighScore"
"2680",44,"F","African-American","25 - 45","High","Male",14,-1,8,1,1,"2013-10-08 04:49:38","2013-10-10 04:31:37",1,1,"F","25 - 45","African-American","Male","HighScore"
"2681",57,"F","African-American","Greater than 45","Medium","Male",20,0,7,1,1,"2014-04-30 04:04:20","2014-06-02 09:25:23",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2682",26,"M","African-American","25 - 45","Medium","Male",10,-6,6,1,1,"2014-02-19 06:01:27","2014-02-25 05:49:46",1,1,"M","25 - 45","African-American","Male","HighScore"
"2683",27,"F","African-American","25 - 45","High","Male",10,0,8,1,1,"2013-08-22 03:03:57","2013-08-22 08:25:10",1,1,"F","25 - 45","African-American","Male","HighScore"
"2684",50,"F","African-American","Greater than 45","High","Male",18,-1,8,1,1,"2013-09-28 04:00:12","2014-06-04 02:35:27",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2685",36,"F","African-American","25 - 45","High","Female",4,-1,10,1,1,"2013-01-04 11:30:32","2013-01-05 07:58:49",1,1,"F","25 - 45","African-American","Female","HighScore"
"2686",23,"F","African-American","Less than 25","High","Male",6,-1,9,1,1,"2014-03-12 04:49:26","2014-03-20 09:46:56",1,1,"F","Less than 25","African-American","Male","HighScore"
"2687",34,"F","African-American","25 - 45","Medium","Male",10,0,7,1,1,"2014-05-12 03:33:09","2014-05-14 09:37:26",1,1,"F","25 - 45","African-American","Male","HighScore"
"2688",21,"F","African-American","Less than 25","High","Male",0,-1,10,1,1,"2013-02-13 07:59:36","2013-02-14 08:14:37",1,1,"F","Less than 25","African-American","Male","HighScore"
"2689",26,"F","African-American","25 - 45","Medium","Male",4,-1,7,1,1,"2013-04-24 01:23:40","2013-07-16 11:39:34",1,1,"F","25 - 45","African-American","Male","HighScore"
"2690",47,"F","African-American","Greater than 45","High","Female",19,-1,10,1,1,"2013-10-08 12:12:30","2013-11-08 08:59:42",1,1,"F","Greater than 45","African-American","Female","HighScore"
"2691",20,"F","Caucasian","Less than 25","High","Female",1,-1,8,1,1,"2013-12-31 06:26:42","2014-01-17 10:42:40",1,1,"F","Less than 25","Caucasian","Female","HighScore"
"2692",23,"F","African-American","Less than 25","Medium","Female",0,-1,7,1,0,"2013-05-04 10:05:51","2013-05-05 06:07:57",1,1,"F","Less than 25","African-American","Female","HighScore"
"2693",26,"F","African-American","25 - 45","Medium","Male",5,-1,7,1,1,"2014-08-26 07:01:23","2014-09-17 10:18:14",1,1,"F","25 - 45","African-American","Male","HighScore"
"2694",25,"F","African-American","25 - 45","Medium","Male",6,-1,6,1,0,"2013-01-03 05:43:48","2013-01-09 05:44:20",1,1,"F","25 - 45","African-American","Male","HighScore"
"2695",27,"F","African-American","25 - 45","High","Male",4,0,9,1,1,"2014-03-11 05:19:53","2014-03-11 08:47:22",1,1,"F","25 - 45","African-American","Male","HighScore"
"2696",41,"F","African-American","25 - 45","Medium","Male",8,-29,6,1,1,"2013-10-29 05:23:04","2013-10-30 01:58:40",1,1,"F","25 - 45","African-American","Male","HighScore"
"2697",21,"F","Caucasian","Less than 25","High","Male",2,-1,9,1,1,"2014-10-14 06:55:40","2014-10-20 04:58:47",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2698",22,"F","African-American","Less than 25","High","Male",1,-1,9,1,1,"2014-10-20 05:22:01","2014-10-24 09:01:43",1,1,"F","Less than 25","African-American","Male","HighScore"
"2699",32,"F","African-American","25 - 45","High","Male",22,0,9,1,1,"2013-10-20 01:59:29","2013-10-20 08:13:18",1,1,"F","25 - 45","African-American","Male","HighScore"
"2700",30,"F","African-American","25 - 45","High","Male",17,-4,10,1,1,"2013-08-12 09:38:58","2013-08-16 10:55:14",1,1,"F","25 - 45","African-American","Male","HighScore"
"2701",28,"F","African-American","25 - 45","Medium","Male",14,-1,7,1,1,"2013-03-19 11:58:58","2013-03-20 09:53:42",1,1,"F","25 - 45","African-American","Male","HighScore"
"2702",33,"M","African-American","25 - 45","High","Male",5,0,8,1,1,"2013-01-27 12:15:24","2013-02-02 08:07:19",1,1,"M","25 - 45","African-American","Male","HighScore"
"2703",25,"M","African-American","25 - 45","Medium","Male",3,0,6,1,1,"2014-02-23 03:11:30","2014-02-25 04:19:24",1,1,"M","25 - 45","African-American","Male","HighScore"
"2704",35,"F","African-American","25 - 45","High","Male",13,-1,8,1,1,"2013-09-08 08:07:52","2013-09-13 09:19:10",1,1,"F","25 - 45","African-American","Male","HighScore"
"2705",25,"F","African-American","25 - 45","High","Male",3,-1,8,1,1,"2013-08-14 07:48:42","2013-08-15 07:42:50",1,1,"F","25 - 45","African-American","Male","HighScore"
"2706",48,"F","African-American","Greater than 45","High","Male",25,-1,10,1,1,"2014-03-18 03:28:44","2014-03-24 11:54:07",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2707",22,"M","African-American","Less than 25","Medium","Male",1,28,7,1,1,"2013-01-29 05:28:37","2013-01-30 09:38:30",1,1,"M","Less than 25","African-American","Male","HighScore"
"2708",52,"M","African-American","Greater than 45","High","Male",9,-1,8,1,1,"2013-04-07 05:45:06","2013-05-16 03:57:24",1,1,"M","Greater than 45","African-American","Male","HighScore"
"2709",67,"M","African-American","Greater than 45","Medium","Male",4,-1,7,1,1,"2014-06-14 11:48:52","2014-07-12 08:22:27",1,1,"M","Greater than 45","African-American","Male","HighScore"
"2710",20,"M","African-American","Less than 25","Medium","Male",1,-2,7,1,1,"2014-05-31 12:15:17","2014-06-01 08:19:06",1,1,"M","Less than 25","African-American","Male","HighScore"
"2711",26,"M","Caucasian","25 - 45","Medium","Male",4,0,7,1,1,"2014-01-29 04:01:47","2014-11-18 06:28:58",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2712",21,"F","African-American","Less than 25","High","Male",1,-1,9,1,1,"2013-04-22 09:32:59","2013-04-25 03:58:52",1,1,"F","Less than 25","African-American","Male","HighScore"
"2713",26,"M","African-American","25 - 45","High","Male",4,-1,8,1,1,"2013-04-05 06:54:28","2013-04-06 07:37:58",1,1,"M","25 - 45","African-American","Male","HighScore"
"2714",25,"F","African-American","25 - 45","High","Male",0,-1,9,1,1,"2013-02-08 08:15:01","2013-02-18 08:07:07",1,1,"F","25 - 45","African-American","Male","HighScore"
"2715",31,"M","African-American","25 - 45","High","Male",25,-1,8,1,1,"2013-05-05 08:28:33","2013-08-31 05:37:04",1,1,"M","25 - 45","African-American","Male","HighScore"
"2716",39,"F","African-American","25 - 45","High","Male",13,-1,8,1,1,"2013-09-24 05:14:32","2013-09-26 04:15:46",1,1,"F","25 - 45","African-American","Male","HighScore"
"2717",22,"F","Caucasian","Less than 25","High","Male",1,-1,8,1,1,"2013-08-27 07:41:51","2013-09-16 06:38:04",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2718",23,"F","African-American","Less than 25","High","Male",6,-1,10,1,1,"2013-04-22 07:18:14","2013-09-05 06:32:22",1,1,"F","Less than 25","African-American","Male","HighScore"
"2719",24,"F","Hispanic","Less than 25","Medium","Male",3,-1,6,1,1,"2014-02-22 06:42:04","2014-05-31 05:40:39",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2720",26,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,1,"2013-01-29 07:56:52","2013-02-09 12:41:02",1,1,"F","25 - 45","African-American","Male","HighScore"
"2721",27,"F","Caucasian","25 - 45","High","Male",0,-1,10,1,1,"2013-02-04 11:00:16","2013-03-04 05:47:34",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2722",28,"M","African-American","25 - 45","Medium","Male",3,-1,6,1,1,"2013-02-16 06:36:46","2013-02-18 02:26:09",1,1,"M","25 - 45","African-American","Male","HighScore"
"2723",39,"M","African-American","25 - 45","Medium","Male",6,-1,7,1,1,"2013-02-02 11:58:09","2013-03-10 05:23:46",1,1,"M","25 - 45","African-American","Male","HighScore"
"2724",22,"F","African-American","Less than 25","Medium","Male",1,0,7,1,1,"2013-12-07 12:29:20","2013-12-07 07:33:19",1,1,"F","Less than 25","African-American","Male","HighScore"
"2725",21,"F","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-08-03 02:26:32","2014-08-04 01:34:32",1,1,"F","Less than 25","African-American","Male","HighScore"
"2726",32,"F","African-American","25 - 45","High","Male",19,-1,10,1,1,"2014-02-10 06:04:29","2014-02-25 05:50:02",1,1,"F","25 - 45","African-American","Male","HighScore"
"2727",28,"M","African-American","25 - 45","Medium","Male",10,-1,7,1,1,"2014-02-05 05:37:05","2014-02-06 09:10:24",1,1,"M","25 - 45","African-American","Male","HighScore"
"2728",32,"F","African-American","25 - 45","High","Male",14,-1,9,1,1,"2013-05-09 03:22:53","2013-05-11 05:44:32",1,1,"F","25 - 45","African-American","Male","HighScore"
"2729",26,"F","African-American","25 - 45","High","Male",5,-1,10,1,1,"2014-10-30 06:16:15","2014-11-02 09:35:14",1,1,"F","25 - 45","African-American","Male","HighScore"
"2730",22,"F","African-American","Less than 25","Medium","Male",6,-1,7,1,1,"2014-07-22 03:12:05","2014-07-24 06:06:22",1,1,"F","Less than 25","African-American","Male","HighScore"
"2731",33,"F","African-American","25 - 45","Medium","Male",7,0,7,1,1,"2013-01-03 12:47:06","2013-03-23 05:13:54",1,1,"F","25 - 45","African-American","Male","HighScore"
"2732",27,"F","African-American","25 - 45","Medium","Male",10,-1,6,1,1,"2014-10-20 02:10:27","2014-10-21 08:11:18",1,1,"F","25 - 45","African-American","Male","HighScore"
"2733",21,"M","Hispanic","Less than 25","Medium","Female",0,-1,7,1,1,"2014-06-09 05:06:31","2014-06-10 01:00:37",1,1,"M","Less than 25","Hispanic","Female","HighScore"
"2734",23,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1,"2013-08-24 05:25:24","2013-08-30 07:02:03",1,1,"F","Less than 25","African-American","Male","HighScore"
"2735",36,"M","African-American","25 - 45","High","Male",5,-20,8,1,1,"2013-10-31 01:51:51","2013-11-19 10:46:00",1,1,"M","25 - 45","African-American","Male","HighScore"
"2736",29,"F","African-American","25 - 45","Medium","Male",10,-1,7,1,1,"2013-08-06 05:55:07","2013-08-29 08:04:08",1,1,"F","25 - 45","African-American","Male","HighScore"
"2737",32,"F","Caucasian","25 - 45","High","Male",8,-4,9,1,1,"2013-11-08 04:35:13","2013-11-09 02:08:17",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2738",21,"M","African-American","Less than 25","Medium","Male",1,-18,7,1,1,"2013-11-02 01:59:31","2013-11-03 01:26:39",1,1,"M","Less than 25","African-American","Male","HighScore"
"2739",23,"F","African-American","Less than 25","Medium","Male",2,-1,7,1,1,"2013-04-24 03:10:43","2013-04-30 07:30:08",1,1,"F","Less than 25","African-American","Male","HighScore"
"2740",29,"F","African-American","25 - 45","High","Male",6,-1,10,1,1,"2013-01-03 11:14:41","2013-02-12 05:48:52",1,1,"F","25 - 45","African-American","Male","HighScore"
"2741",21,"F","African-American","Less than 25","High","Male",0,0,8,1,1,"2013-02-24 03:20:14","2013-02-25 02:11:41",1,1,"F","Less than 25","African-American","Male","HighScore"
"2742",22,"M","Hispanic","Less than 25","Medium","Male",1,0,7,1,1,"2013-03-02 12:57:44","2013-03-04 05:34:09",1,1,"M","Less than 25","Hispanic","Male","HighScore"
"2743",35,"M","African-American","25 - 45","Medium","Male",17,-1,7,1,1,"2013-02-02 01:30:39","2013-02-04 03:00:27",1,1,"M","25 - 45","African-American","Male","HighScore"
"2744",27,"M","African-American","25 - 45","High","Male",11,-1,10,1,1,"2014-06-04 04:07:30","2014-06-06 11:55:51",1,1,"M","25 - 45","African-American","Male","HighScore"
"2745",28,"F","African-American","25 - 45","High","Male",6,-1,9,1,1,"2013-09-07 11:25:36","2013-09-08 11:14:03",1,1,"F","25 - 45","African-American","Male","HighScore"
"2746",25,"M","African-American","25 - 45","Medium","Female",5,-1,7,1,1,"2013-02-16 01:28:20","2013-04-04 09:33:49",1,1,"M","25 - 45","African-American","Female","HighScore"
"2747",42,"M","African-American","25 - 45","High","Male",13,-1,8,1,1,"2013-05-19 04:11:11","2013-05-20 01:56:16",1,1,"M","25 - 45","African-American","Male","HighScore"
"2748",35,"M","African-American","25 - 45","High","Male",1,-4,10,1,1,"2014-01-31 04:31:17","2014-02-01 10:05:58",1,1,"M","25 - 45","African-American","Male","HighScore"
"2749",55,"F","African-American","Greater than 45","High","Male",17,-1,10,1,1,"2013-04-26 06:25:43","2013-05-22 05:48:32",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2750",26,"F","African-American","25 - 45","Medium","Female",4,0,7,1,1,"2013-09-13 03:23:56","2013-09-14 01:41:42",1,1,"F","25 - 45","African-American","Female","HighScore"
"2751",50,"M","Caucasian","Greater than 45","Medium","Female",30,-1,6,1,1,"2013-01-11 11:15:08","2013-01-15 04:45:40",1,1,"M","Greater than 45","Caucasian","Female","HighScore"
"2752",22,"F","African-American","Less than 25","High","Male",5,-1,8,1,1,"2013-09-26 03:08:39","2013-10-15 06:00:47",1,1,"F","Less than 25","African-American","Male","HighScore"
"2753",21,"F","African-American","Less than 25","High","Male",0,-5,10,1,1,"2013-02-14 06:35:26","2013-02-15 07:40:52",1,1,"F","Less than 25","African-American","Male","HighScore"
"2754",30,"F","African-American","25 - 45","High","Male",8,-1,10,1,1,"2014-05-29 10:12:37","2014-05-31 03:35:37",1,1,"F","25 - 45","African-American","Male","HighScore"
"2755",22,"F","African-American","Less than 25","Medium","Female",1,-1,6,1,1,"2014-04-02 07:18:56","2014-04-03 08:35:35",1,1,"F","Less than 25","African-American","Female","HighScore"
"2756",27,"F","African-American","25 - 45","High","Male",9,-1,10,1,1,"2013-02-05 11:27:02","2015-04-16 06:28:26",1,1,"F","25 - 45","African-American","Male","HighScore"
"2757",30,"F","Caucasian","25 - 45","High","Female",5,0,10,1,1,"2013-01-29 04:34:17","2013-02-05 09:30:35",1,1,"F","25 - 45","Caucasian","Female","HighScore"
"2758",23,"F","African-American","Less than 25","Medium","Male",1,0,6,1,1,"2013-04-05 06:11:22","2013-04-06 05:17:31",1,1,"F","Less than 25","African-American","Male","HighScore"
"2759",24,"F","Hispanic","Less than 25","Medium","Male",0,0,6,1,1,"2013-03-25 05:10:50","2013-03-26 01:48:59",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2760",33,"F","African-American","25 - 45","High","Male",16,-2,9,1,1,"2013-06-01 11:00:47","2013-06-02 08:14:30",1,1,"F","25 - 45","African-American","Male","HighScore"
"2761",33,"M","African-American","25 - 45","High","Male",12,-1,9,1,1,"2014-02-10 04:52:50","2014-02-12 09:28:02",1,1,"M","25 - 45","African-American","Male","HighScore"
"2762",43,"F","African-American","25 - 45","Medium","Male",9,-1,6,1,1,"2013-03-24 08:22:40","2013-03-25 07:55:14",1,1,"F","25 - 45","African-American","Male","HighScore"
"2763",35,"F","African-American","25 - 45","Medium","Male",5,-1,6,1,1,"2013-09-05 12:06:51","2013-09-07 02:41:31",1,1,"F","25 - 45","African-American","Male","HighScore"
"2764",25,"F","African-American","25 - 45","High","Male",11,-1,9,1,1,"2013-05-20 05:02:22","2013-05-27 02:35:13",1,1,"F","25 - 45","African-American","Male","HighScore"
"2765",21,"F","African-American","Less than 25","High","Male",0,0,9,1,1,"2013-03-21 12:00:45","2013-03-23 07:45:57",1,1,"F","Less than 25","African-American","Male","HighScore"
"2766",41,"M","African-American","25 - 45","High","Male",9,-1,9,1,0,"2013-02-17 06:51:32","2013-02-18 06:40:08",1,1,"M","25 - 45","African-American","Male","HighScore"
"2767",20,"F","Hispanic","Less than 25","High","Male",2,9,10,1,1,"2014-10-10 04:25:42","2015-04-20 11:36:36",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2768",28,"F","African-American","25 - 45","High","Male",9,-1,8,1,1,"2013-12-20 04:41:22","2013-12-21 08:55:32",1,1,"F","25 - 45","African-American","Male","HighScore"
"2769",25,"F","Native American","25 - 45","High","Male",7,0,9,1,0,"2013-01-19 12:25:22","2013-01-20 07:58:22",1,1,"F","25 - 45","Native American","Male","HighScore"
"2770",27,"F","African-American","25 - 45","High","Female",3,-1,9,1,1,"2014-04-01 07:29:54","2014-04-04 09:24:50",1,1,"F","25 - 45","African-American","Female","HighScore"
"2771",29,"F","Caucasian","25 - 45","High","Female",11,-3,10,1,1,"2014-12-18 09:04:52","2015-01-22 05:51:07",1,1,"F","25 - 45","Caucasian","Female","HighScore"
"2772",20,"M","African-American","Less than 25","High","Male",0,-1,10,1,1,"2014-09-28 05:46:42","2014-10-02 08:08:29",1,1,"M","Less than 25","African-American","Male","HighScore"
"2773",49,"F","Caucasian","Greater than 45","Medium","Male",8,0,6,1,1,"2013-08-26 09:29:56","2013-08-30 09:04:11",1,1,"F","Greater than 45","Caucasian","Male","HighScore"
"2774",28,"F","African-American","25 - 45","Medium","Male",5,-1,6,1,1,"2014-05-11 01:52:29","2014-07-01 09:21:31",1,1,"F","25 - 45","African-American","Male","HighScore"
"2775",32,"F","African-American","25 - 45","Medium","Male",4,-1,6,1,1,"2013-02-13 05:34:20","2014-04-03 06:22:15",1,1,"F","25 - 45","African-American","Male","HighScore"
"2776",28,"F","African-American","25 - 45","Medium","Male",7,-1,7,1,1,"2014-08-16 05:41:44","2014-08-18 02:54:31",1,1,"F","25 - 45","African-American","Male","HighScore"
"2777",21,"F","Caucasian","Less than 25","Medium","Male",1,-1,6,1,1,"2013-04-11 02:01:15","2013-04-12 08:39:13",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2778",36,"F","African-American","25 - 45","High","Male",1,-1,8,1,1,"2013-09-03 06:03:33","2013-10-04 09:05:35",1,1,"F","25 - 45","African-American","Male","HighScore"
"2779",34,"F","African-American","25 - 45","Medium","Male",3,-1,6,1,1,"2014-06-12 07:33:59","2014-06-13 01:37:50",1,1,"F","25 - 45","African-American","Male","HighScore"
"2780",25,"F","African-American","25 - 45","High","Female",2,-1,8,1,1,"2013-04-20 11:42:08","2013-04-21 01:50:16",1,1,"F","25 - 45","African-American","Female","HighScore"
"2781",20,"F","Other","Less than 25","High","Male",8,-1,10,1,1,"2013-11-03 07:03:06","2013-11-04 08:10:42",1,1,"F","Less than 25","Other","Male","HighScore"
"2782",29,"F","African-American","25 - 45","High","Male",4,0,10,1,1,"2013-02-07 02:10:43","2014-01-28 06:29:27",1,1,"F","25 - 45","African-American","Male","HighScore"
"2783",21,"F","Caucasian","Less than 25","Medium","Male",1,0,7,1,1,"2013-03-21 12:18:03","2013-04-27 07:52:56",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2784",20,"M","Caucasian","Less than 25","High","Male",0,-2,10,1,1,"2013-08-04 05:15:36","2013-08-05 02:15:48",1,1,"M","Less than 25","Caucasian","Male","HighScore"
"2785",35,"F","African-American","25 - 45","High","Male",4,-1,8,1,1,"2013-04-18 11:00:11","2014-04-07 10:06:51",1,1,"F","25 - 45","African-American","Male","HighScore"
"2786",30,"M","Caucasian","25 - 45","Medium","Male",9,-1,6,1,1,"2014-01-18 04:24:47","2014-01-25 05:08:49",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2787",20,"F","African-American","Less than 25","High","Male",0,-1,10,1,1,"2014-07-08 02:25:20","2015-02-02 06:30:23",1,1,"F","Less than 25","African-American","Male","HighScore"
"2788",26,"F","Caucasian","25 - 45","High","Male",2,-1,8,1,1,"2013-03-26 08:26:58","2013-03-27 09:33:07",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2789",26,"F","African-American","25 - 45","High","Female",5,-1,9,1,1,"2014-10-19 08:39:38","2014-10-26 04:44:30",1,1,"F","25 - 45","African-American","Female","HighScore"
"2790",26,"F","Caucasian","25 - 45","Medium","Male",0,-3,7,1,1,"2013-04-02 11:42:29","2013-04-04 07:59:42",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2791",29,"M","Caucasian","25 - 45","High","Male",7,-1,10,1,1,"2014-06-07 01:31:38","2014-06-08 08:07:43",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2792",22,"F","African-American","Less than 25","High","Male",0,-1,8,1,1,"2013-04-20 11:00:29","2013-04-21 06:59:22",1,1,"F","Less than 25","African-American","Male","HighScore"
"2793",32,"F","African-American","25 - 45","Medium","Male",0,-1,7,1,1,"2013-08-05 02:24:07","2013-08-22 12:27:12",1,1,"F","25 - 45","African-American","Male","HighScore"
"2794",21,"F","African-American","Less than 25","High","Male",2,-1,10,1,1,"2013-11-27 07:19:52","2014-04-16 09:37:34",1,1,"F","Less than 25","African-American","Male","HighScore"
"2795",31,"F","Caucasian","25 - 45","Medium","Male",0,0,7,1,1,"2013-02-14 02:09:03","2013-03-21 09:56:44",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2796",25,"F","African-American","25 - 45","High","Male",15,-1,9,1,1,"2013-03-13 05:33:27","2013-03-15 05:42:00",1,1,"F","25 - 45","African-American","Male","HighScore"
"2797",20,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,1,"2014-10-23 02:06:58","2014-10-24 08:29:47",1,1,"F","Less than 25","African-American","Male","HighScore"
"2798",53,"F","African-American","Greater than 45","Medium","Male",8,-1,6,1,1,"2013-11-21 01:12:33","2013-11-26 08:55:26",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2799",32,"M","African-American","25 - 45","High","Male",11,-1,9,1,1,"2013-03-22 09:35:38","2013-03-24 03:51:56",1,1,"M","25 - 45","African-American","Male","HighScore"
"2800",30,"F","African-American","25 - 45","High","Male",7,-1,10,1,1,"2013-03-20 08:08:14","2014-11-13 06:57:27",1,1,"F","25 - 45","African-American","Male","HighScore"
"2801",19,"F","African-American","Less than 25","High","Male",2,-21,8,1,1,"2013-10-25 10:26:50","2013-11-09 04:10:13",1,1,"F","Less than 25","African-American","Male","HighScore"
"2802",22,"M","African-American","Less than 25","Medium","Male",1,-1,6,1,1,"2013-12-12 03:05:58","2013-12-16 05:21:20",1,1,"M","Less than 25","African-American","Male","HighScore"
"2803",59,"F","Caucasian","Greater than 45","Medium","Male",17,-25,6,1,1,"2014-09-29 01:44:50","2014-10-22 07:29:46",1,1,"F","Greater than 45","Caucasian","Male","HighScore"
"2804",23,"F","African-American","Less than 25","Medium","Male",0,0,7,1,1,"2013-03-14 02:20:18","2013-03-19 05:29:32",1,1,"F","Less than 25","African-American","Male","HighScore"
"2805",20,"F","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-04-03 06:52:47","2014-04-05 08:08:56",1,1,"F","Less than 25","African-American","Male","HighScore"
"2806",27,"M","Caucasian","25 - 45","Medium","Male",1,-1,6,1,1,"2013-03-24 10:31:26","2013-04-15 05:08:58",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2807",34,"F","African-American","25 - 45","High","Male",19,-1,10,1,1,"2014-01-21 08:57:17","2014-01-26 02:45:26",1,1,"F","25 - 45","African-American","Male","HighScore"
"2808",38,"F","African-American","25 - 45","High","Female",14,-1,10,1,1,"2014-07-12 06:46:27","2014-07-17 05:29:07",1,1,"F","25 - 45","African-American","Female","HighScore"
"2809",27,"F","African-American","25 - 45","High","Male",3,-1,8,1,1,"2014-08-28 12:41:52","2014-08-29 01:55:31",1,1,"F","25 - 45","African-American","Male","HighScore"
"2810",22,"F","African-American","Less than 25","High","Male",3,-1,8,1,1,"2014-02-05 03:18:50","2014-03-03 08:00:17",1,1,"F","Less than 25","African-American","Male","HighScore"
"2811",30,"F","African-American","25 - 45","High","Female",8,-1,8,1,1,"2013-05-02 01:18:42","2013-05-03 12:53:21",1,1,"F","25 - 45","African-American","Female","HighScore"
"2812",30,"F","African-American","25 - 45","High","Male",20,0,9,1,1,"2013-08-25 04:11:52","2014-07-08 06:34:39",1,1,"F","25 - 45","African-American","Male","HighScore"
"2813",26,"F","African-American","25 - 45","Medium","Female",1,-1,6,1,1,"2013-09-12 12:49:19","2013-10-10 09:49:49",1,1,"F","25 - 45","African-American","Female","HighScore"
"2814",25,"F","African-American","25 - 45","Medium","Male",8,0,6,1,1,"2014-01-29 12:27:09","2014-02-27 12:46:07",1,1,"F","25 - 45","African-American","Male","HighScore"
"2815",48,"F","African-American","Greater than 45","Medium","Male",9,0,6,1,1,"2013-03-27 08:37:50","2013-03-31 03:02:59",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2816",32,"F","African-American","25 - 45","Medium","Male",2,0,7,1,1,"2013-08-26 03:38:03","2013-08-27 05:13:33",1,1,"F","25 - 45","African-American","Male","HighScore"
"2817",24,"F","African-American","Less than 25","Medium","Male",5,-1,7,1,1,"2014-07-14 05:11:29","2014-07-15 08:15:45",1,1,"F","Less than 25","African-American","Male","HighScore"
"2818",31,"M","Caucasian","25 - 45","Medium","Male",2,-1,6,1,1,"2013-02-08 11:38:00","2013-02-12 08:15:58",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2819",24,"M","African-American","Less than 25","High","Male",12,0,9,1,1,"2013-01-31 03:56:16","2013-03-09 03:03:58",1,1,"M","Less than 25","African-American","Male","HighScore"
"2820",24,"F","Caucasian","Less than 25","High","Male",3,-1,8,1,1,"2013-03-23 07:21:38","2013-03-29 10:17:53",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2821",25,"F","African-American","25 - 45","High","Male",5,-1,9,1,1,"2014-11-12 11:32:03","2014-11-14 01:37:32",1,1,"F","25 - 45","African-American","Male","HighScore"
"2822",31,"F","African-American","25 - 45","High","Male",6,-1,10,1,1,"2013-01-04 04:19:50","2013-02-04 12:38:13",1,1,"F","25 - 45","African-American","Male","HighScore"
"2823",30,"F","African-American","25 - 45","High","Male",15,-1,10,1,1,"2013-03-01 08:46:59","2013-03-03 03:19:38",1,1,"F","25 - 45","African-American","Male","HighScore"
"2824",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,6,1,1,"2014-12-27 09:18:01","2014-12-28 01:35:14",1,1,"F","Less than 25","Caucasian","Female","HighScore"
"2825",25,"M","Caucasian","25 - 45","High","Male",5,-1,9,1,1,"2013-11-06 11:10:50","2013-11-21 09:35:41",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2826",25,"M","African-American","25 - 45","High","Male",8,-1,10,1,1,"2013-04-08 05:47:18","2013-04-10 01:26:53",1,1,"M","25 - 45","African-American","Male","HighScore"
"2827",37,"M","African-American","25 - 45","High","Male",12,-1,9,1,1,"2013-05-18 08:27:45","2013-05-19 01:14:43",1,1,"M","25 - 45","African-American","Male","HighScore"
"2828",20,"M","Caucasian","Less than 25","High","Female",3,-1,10,1,1,"2014-03-25 06:58:54","2014-03-26 01:23:55",1,1,"M","Less than 25","Caucasian","Female","HighScore"
"2829",21,"F","Caucasian","Less than 25","High","Male",5,-10,8,1,1,"2014-05-09 09:30:19","2014-05-11 01:49:57",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2830",27,"F","Caucasian","25 - 45","Medium","Male",4,0,7,1,1,"2013-05-10 03:57:29","2013-05-10 07:50:28",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2831",55,"F","Caucasian","Greater than 45","Medium","Male",13,-1,6,1,1,"2014-11-03 12:57:30","2014-11-04 08:57:17",1,1,"F","Greater than 45","Caucasian","Male","HighScore"
"2832",23,"F","Hispanic","Less than 25","Medium","Female",0,-2,6,1,1,"2013-06-09 12:16:01","2013-06-11 01:19:44",1,1,"F","Less than 25","Hispanic","Female","HighScore"
